,댓글
607,I get confused with these two ladies at times. 😊
608,언제보아도 좋아요^_____^ 올해 가기 전에 오빠 보러 꼭 가야지~^^ 갈래요~ 꼭^^ 이제 지방출장 갔다가 서울 들어왔어요~~^^ 오늘도 애쓰셨습니다^^ 푹 주무세요~~^^❤️
609,😂
610,😂
611,Ohhh 👍
612,상민이 오빠 랩 다시 들어도 최고네요👍👍
613,❤️❤️❤️
614,😁😂
615,올~~~~~~ 😍😍😍😍😍😍😍
616,😄💖💖💖
617,😂😂😂😂
618,👍🏼
619,❤️❤️
620,이건 궁상민아니고 이상민 아직도 브로스 생각하면 소름돋음👍
621,Ahahahahah😂🔥
622,오빠! 넌 최고야!
623,♥️♥️
624,🤣🤣🤣🤣🤣🤣
625,빵 터졌😹 상민오빠 good night
626,🤣🤣🤣😂😂😍💕🥰😆
627,❤️❤️❤️❤️
628,크라잉랩하는 이상민님 목소리에 칼있으마가 느껴진다 ^^크라잉랩잘하는 상민님 엄지척
629,역시 김종민.. never disappointed 😂😂😂
630,진짜 독보적이야 👍👍👍
631,이건 상민이 행님 따라갈수가없죠 ㅎㅎ독보적입니다
632,실망입니다 저는 이만 🙋‍♂️ ✂️ 수고하세요
633,오늘도 까까까~~~~~💕 😊 보기만해도 혈압 살짝 올라오네요 🤦‍♀️🤣 다음편도 기대할께요 💪
634,♥️
635,마술사의 손같아요~~~^^
636,❤️👍
637,외관은 멋있었는데 😂
638,어헤즈 샴푸 살까 싶은데 리뷰 부탁드려요 숱을 더 키우고 싶어서요!!👍🏼
639,😘
640,좋은데요.....흠
641,네이버에 검색해보니 안나와요
642,제품이름이 뭔가요?
643,형님 얼만가여
644,🌙
645,Sangmin fighting!! Thanks for uploading!!
646,감사해요!늘 즐거운웃음주셔서🤗
647,So funny!!!!
648,수고하셧어요👏👏 👍👍
649,Love this segment. You are all so funny! 😂😂Jessie and Kim Jong Kook!😍😍👍👍
650,😘
651,😂😂😂
652,ㅋㅋ컨츄리코코ㅋㅋㅋㅋㅋㅋ🙊🙊🙊🙊
653,아 너무 웃겨요😂😂
654,컨추리코코로 올 킬🤣🤣🤣🤣🤣
655,항상 본방사수👍👍👍
656,🤣🤣🤣 오빠도 우리도 모두 넷네코...코..👃🥥 😊💕
657,고생하셨어요 꿀잠주무셔용~~^^❤️❤️
658,❤️
659,코코😍😍😍
660,😂😂😂😂😂
661,👏👏👏😍😍kjk😍jessi
662,재후니오빠님은 늘 사람 배꼽 빠지게 하네요 ㅋㅋ😆😂😁
663,아 이거 너무 웃겻어요 ㅋㅋ 코 > 코코 > 컨츄리코코 ㅋㅋㅋㅋ
664,좋은꿈 꾸세요~😍
665,코코🤭🤭🤭뒤늦게 이해한 1인🤣
666,What's the variety? I know the logo but I forget that😅
667,ㅋㅋㅋㅋㅋㅋ 😫💖 Sleep tight oppa!!
668,这段真的 超级好笑🤣🤣🤣🤣🤣
669,코코는콜라
670,😍😍😍😍😍😍
671,ㅋㅋㅋㅋ
672,I love Jung Kook and Jessica😍
673,❤️❤️❤️
674,😢
675,kuya @ryanbang you do watch k shows din pala
676,"😍sigue así!!!! Trabaja duro 💪Quiero ver ese programa, pero mi coreono es inexistente y mi ingles muy malo, no he podido encontrar lo capítulos sub. en español😭, algún día lo haré aún que sea an mucho tiempo pero lo haré."
677,Are they pushing them together? I don’t like when he says he never saw her as a woman.
678,ㅋㅋㅋ ㅋ환상의 콥비👍👍
679,다시보기로 보구 지금 막 끝나서 띠비끄구 누웠는데.. 상나잇~~^^
680,상민오빠 경훈오빠한테 생일축하하다고 전해주세요^^
681,보다가 빵터졌 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ탁사마는 진짜 여전히 너무 웃겨요 ㅋㅋㅋ
682,Coco 🤣🤣
683,😊
684,궁금하네요 본방 볼께요 ^^
685,본방사수~
686,😍
687,😘
688,밀크🎅🎅🎅
689,덕후시네
690,누굴까요?오늘 꼭 봐야겟네여🙄 궁금해서🙄
691,어떤 사연일까요... 하지만 잘 풀으셨겠죠? ^^ 서로의 마음이 하나 되어지는 따뜻한 시간이길 바라요^^🙏🏻 지방 출장 시작되어 KTX안~~ 본방은 못 보지만 나중에 꼭 챙겨 볼게요^^ 저녁 잘 챙겨 드세요^^❤️
692,@junojani
693,형 샴푸나팔아요
694,이거 보다가 세탁기 더 궁금하신 분 생기겠네요 😂😂😂
695,Hello~ Can I buy it in Taiwan too?😍
696,😘
697,재밌었어요👏👏👏
698,샴푸가어디있더라
699,애기들 귀여워용❤️
700,❤️
701,👍👍👍
702,You are the best 😍😍💖
703,ㅋㅋ이거봄요ㅋㅋ 그냥 신발은 세탁소에 맡기는걸로ㅋㅋㅋ
704,I love you ❤️❤️
705,😍
706,You’re the best ❤️❤️❤️
707,Love you from Persia😍😍💖
708,🤯
709,형님 이게 형님이 사비로 사서 하는 살까말까이고 실제 영상을 다 보니 사지 말라는 내용이었어요 근데 제목이 가성비 갑이라고 꼭 광고 영상처럼 적어놓으시니 사람들의 오해를 받는 것 같습니다.
710,형님 이게 형님이 사비로 사서 하는 살까말까이고 실제 영상을 다 보니 사지 말라는 내용이었어요 근데 제목이 가성비 갑이라고 꼭 광고 영상처럼 적어놓으시니 사람들의 오해를 받는 것 같습니다.
711,可以配英文吗，我真的看不懂🤣
712,"Hello Sangmin oppa, I really like your product review videos. It would be even greater if you can upload videos that teach us how to cook food. ❤️ You are an excellent chef and I want to learn from you. Fighting!!👍🏻 And please upload English subtitles if possible~~😁"
713,저 마스크 그래도 쓰셨어요 🤣🤣🤣 오늘 찡코 등당 안했네 ^^;;;
714,와우 벌써 Ep3 ❤️❤️ 유튭 열일~~👏👍 나중에 유튜브 이벤트같은것도 하면 좋을꺼가타요 😆
715,我就说是广告，刚才有人告诉我不是广告🤣
716,꺄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ❤️
717,💕
718,♥️
719,제 댓글은 지워졋네요 여기에 샴푸여쭤봣는뎅~~
720,❤️
721,ياحلوك
722,저건 기자님의 실수이신듯 합니다ㅎㅎ
723,맞아요! 기자님이 오타낸거..ㅎ 김종민님도 순수해서 사람 좋아보이더라구여👍
724,"So sad. I dont understand 😭 uncle, english please"
725,❤️
726,What show is this? Korean comments can not be copied 🤪Can answer in English
727,ㅋㅋ김지섭 매니저가 아니네요
728,😂
729,우리 리나언니를~~~~ㅠ이런 기자님 미워요~~
730,형님 지미유형님과는 어떻게 알게 되신건가요?ㅋㅎㅋㅎㅋㅎㅋㅎ
731,🤣🤣🤣 방금 찾다가 댓글 남기고 이제 이거 보는 거네요 ㅋㅋㅋ 요즘 해외 배송 좀 어려워져서 가격 더 낮게 하면 배송시간 길어질 거니까 ^^;;; 오늘도 화이팅 홧팅 😊
732,oppa fighting!!💕
733,우와~~👍👍 역시 오빠 🙌 좋은하루 되시구 화이팅이요 ❤️❤️ 저가방들고 여행가고싶네요 ㅋㅋ
734,사랑해요❤️
735,구독 꾸욱 눌렀씀당
736,这么快又有广告了🤣🤣🤣
737,상마인드 홧팅
738,어엇~?! 😅
739,"우오,,"
740,멋지네요~^^/싸게 사서 함께 공유하고~/함께하는 세상~
741,와우 1빠!~
742,구독과 좋아요 모두 눌렀어요 저의 낭군님이 이상민님을 존경하는 사업멘토로 삼고 있어요. 뭐든 멋지게 잘 되주세요♡늘 응원드립니닷👍🤗
743,💕👍
744,👏👏👏👏👏👏👏👏
745,👍👍👍👏👏👏👏👏😍😍
746,So beautiful and cute ❤️
747,I love you ❤️❤️
748,👏👏👏
749,👍👍👍
750,좋은 정보 기다려요~~ 오빠~~^^ 전에 팬미팅했던 장소 근처에 있는데 추억돋네요^^ 오늘도 즐겁고 건강하게 화이팅입니다🤗🤗💕 뽜이팅~^______^요~~^^❤️
751,모기 퇴치기 포충기 했음 좋겠어요오~~ ^^
752,누가누굴까ㅋㅋㅋㅋ
753,@christinelimpark show oppa :)
754,오빠 눈팅 하다가 첨으로 댓글 남겨요~ 확인 하실지 모르겠지만 오빠도 오늘 하루 고생하셨고 항상 행복한 일만 있길 바랄게요😉👍🏼 사랑해요~🥰🥰
755,잘자용❤️❤️
756,❤️❤️❤️
757,또또~❤️ 반가워^^ 오빠랑 따뜻하게 자~~^^ 그리고 오빠~~!!^^ 오늘도 많이 애쓰셨죠?^^ 함께하는 좋은 분들 생각하고~ 예쁜 시간들 생각하면서 오빠도 꼭 좋은꿈~ 예쁜꿈~ 행복한 꿈 꾸세요^^ 아침에 일어나실 때 개운하고~ 즐겁게 미소지어지는 밤이길 소망해요^^
758,Love your comedy
759,🥰😍😊
760,😻또또
761,잘자요🖤
762,아옹~~~넘 이쁘잔앙^^😊
763,😊 오빠도 고생많으셨어용 ~~~내일 위햐서 우리 모두 잘자요 😴
764,오빠..❤️❤️ 안녕히주무세요❣️Sweet dreams 😽
765,Ay so so swift... 😍❤️❤️
766,감사합니다👍안녕히주무세용😊
767,세상에서 가장 행복한꿈 꾸세요~~~^^ 예쁜 또또도 잘 자~♡
768,Soo cute..
769,OMG this little baby is so cute.
770,Good night
771,정말 존경해요~대인배라는건 누구나 될 수 없다는거 그 힘든건 대인배만이 이겨낼 수 있다는거 몸소 현재진행형이시잖아요 하루하루를 즐기시며 행복하세요 정말 팬입니다^^
772,또또~^^♡❤️♡❤️♡❤️♡❤️♡
773,"상민안녕하세요.당신의노래가너무마음에들어요.노래한곡추천해요.정말듣기좋아요.가수:那英,노래이름:你不是说。너는프로그램에서너무귀엽다.너의프로그램을보는것을좋아한다.당신의중국팬♥️♥️♥️"
774,24시간 간신히 등록됐습니 또또 안녕🍀🍀
775,😘
776,또또💤
777,🤩🤩🤩
778,👍
779,오빠도잘자요👍😁
780,자는건가요? 귀엽..ㅎ
781,🌙🌙🌙
782,눈부시냐옹?집사야 불꺼~ㅋㅋㅋ ❤️❤️❤️넘귀욤
783,또또 미모는 늘 세월을 빗겨가고 😍😍😍
784,Omg... Sooooo fucking cute 😍
785,❤️❤️❤️
786,이름부르니 눈가리는게 너무 귀엽네요.사람 같아요..가족이죠.~^^♡
787,Que gatito tan hermoso es tuyo
788,Heureux comme un chat...très jolie philosophie👏💫
789,"2-3일 퇴근시간 조금 당겼어요^^ 청소하고 빨래하고 정리하고~ 약간 여유있어 좋아요^^~ 내일부터 지방 출장이지만 그래도 그것도 괜찮고~^^ 매일매일 주어진 시간, 만나는 분들, 할 수 있는 일들, 그리고 지금, 오늘에 감사하며^^ (오빠 말따라) 오빠~ 많이 좋아합니다^^ 히~~^^ 늘 말하지 않아도 매일밤 굿나잇~ 상나잇이예요~~^^🙏🏻💕 그리고 매순간 화이팅~~^^ 마음속으로 늘 외쳐요^^"
790,💘💘💘💖💖💖
791,아 ㅠㅠ
792,눈 가리는거 실화입니까?귀여워요 원래 냥이 디게 무서워 하는데 눈빛땜에 얘는 쫌 귀엽네여? ㅎ 벌써 새벽입니다. ㅎㅎ🐈🍒
793,꺅♥️♥️♥️♥️♥️♥️
794,괜찮아보여서 좀 더 찾아보니 네이버에서 ‘클랩튼 폴딩 수트케이스 보스턴백’ 으로 찾아보니 많이 나오네요. 국내회사기 중국에서 oem 생산했다고 써있고요. 가격은 무료배송으로 4만원 초중반이고요.
795,탐난다
796,아 괜히봐버림스....
797,"sang min , my suggestion is to bring an english subtitles , because you'll gain viewers and subscribers globally . and so on , have a nice day 🌹"
798,Buen video super interesante 😉 buenas noches para ti 😊
799,I loved your youtube video🙌🙌 it was helpfull
800,탐나요~~~^^👍👍👍
801,😍😍😍
802,"hope u can provide english subtitles for international subscribers like me huhu💙 i think i will be loving all your videos, oppa"
803,😘
804,앗...! ^_ㅜㅋ
805,오~이런 실속 정보 넘 쪼아!
806,정보왕👍 이제품은 괜찮던데요😋
807,"You have interesting content, unique editing and not too long👍 especially Jjingko is so cute😍 I'm waiting for your next videos😊"
808,저이거몇년전 항공사 기내면세품으로 사서 쓰다가 안에고장나는바람에 없애버렸는데
809,첨 보고 바로 사고싶단 생각이..ㅋㅋ 잼나게 잘봤어용👍👍
810,카드는 급할때 하나면 괜찮을것같은데요
811,❤️❤️❤️❤️❤️
812,Ok☺️
813,광고보고 살것같아요^^;;;
814,재밌네요ㅋㅋㅋ 👍👍 20불만큼의 값어치인듯😂
815,😘
816,👍🏻시청완로
817,.!*@
818,🤣너무 웃겼..
819,👀
820,괜찮던데요?^^🙋‍♀️👍👍👍
821,다시보니 또구매하고싶네요~레알편하구좋음요
822,밖에 있어서 아직 제대로 못 봤는데 진짜 찡코 출연 욕심 많군요 ㅋㅋㅋ 😂 💪💕
823,신랑 이거 써요~완전 좋아요!!
824,Good work! ❤️
825,Nice glasses!
826,Figthing !!💪
827,"Oppa seems have lost some weight, good 😌"
828,담달 아이랑 한국 잠시 들어가는데.. 아마존에 있을까요?
829,이거어디서 파나요? 제가담달출국해서😂
830,아대박ㅋㅋㅋㅋ오빠ㄱㅋㅋㅋㅋ귀여워여😁
831,잘봤어요 점점 기대되용👍👍😍😍😍😍😍
832,항상 재미지게 잘 보고 있습니당👏👏👏
833,뻑가 유투버가 말하는 어헤즈 샴푸 사건이 뭔가요??!
834,네 스타일이 최고야. ❤️❤️
835,화이팅요정💪🏻💕
836,💕😊👌
837,콤비여 둘이 👍 탁오빠 배꼽 빠져요😍
838,화팅~!
839,습기가 너무 차네요
840,❤️상민각
841,❤️
842,마스크 너무 좋은거 같은데욤 ㅋㅋㅋ👏 화이팅화이팅 👍
843,홧띵~~!!맛저하셔용 6시45분~👍👍😍😍😍
844,상마인드형님 오늘도 힘내십시오!!
845,❤️
846,"美男子
👍"
847,Fighting. Two best couple hahah
848,ㅋㅋㅋㅋㅋㅋ❤️❤️🙌
849,😘
850,잠수해도 되겠네요👍
851,You two again?😂😂🤣
852,그 투명 마스크 따뜻해보이네요🤣
853,마스크에요 모에요?
854,kkkkk
855,상민오빠...늘 응원하고 사랑합니다..저도 응원해주세요..
856,엘베샷🤳🏻 ㅋ
857,오빠 센스 점점 더 진화 하는거 같아요♥️♥️
858,오홋 탁😋
859,어! 이거 심박한데~~어디서 팔엉^^♡
860,오빠 ㅋㅋ 고런 마스크능 어기서 사셨어요?? ㅋㅋㅋㅋㅋ
861,상민행님 ❤️
862,👍👍🤣안무거워요?귀아플것같애요😭😭ㅋ 안경만으로도 아플때도있는데😭
863,ㅋㅋ
864,Man that mask works well with a hazmat suit
865,Did tak jae hoon using IG? U too like a soulmate. Sending 💜💜💜💜
866,샴푸 뭔가요??
867,Interesting...
868,이상민씨가 하고 계시는 마스크? 어디서 구매하나요
869,"필리핀에 두딸들과 함께 있는데, 정만 우용할거같네요 여긴 페이스쉴드 없이 그어느곳도 출입이 안되요. 제품명을 정확하게 알려주세요"
870,행복하게사시는것같아요 😍
871,근데 입가에 습기...
872,저희 크루랑 같이 비보이 퍼포먼스 한번 만들어보시는거 어떠신가요?!
873,쓰레빠는 구짜네용 귀여우신분
874,우와~~ 탁재훈 오뽜닷!!!
875,"저는 이상민님의 오랜 팬입니다. 어제 새로 시작하신 유튜브 검색하려다 사망여우 콘텐츠를 보게 되었고, 평소 한쪽 입장만 듣고 치우치는 성격이 아니라서 바로 대응 안하시는 것도 뭔가 이유가 있겠지. 라고 생각하고 기다리고 있었습니다. 어헤즈 측의 인스타그램 공식 계정에 해명을 보고 상황 파악이 됐습니다. 연예인이 광고 제안이 들어올 때, 그 제품의 단점까지 모두 파악할 수는 없습니다. 그 제품을 정직하게 마케팅할 자격은 기업에 있는 거죠. 광고모델로서 제품을 홍보하는 일이 연예인으로서는 당연한거죠. 그러나 이번일 계기로 그 기업이 정말 신뢰할 수 있는 가. 기업이 광고 이전의 제품에 대해 대중의 신뢰를 얻고 있었는가. 알아보고 광고 제안에 대해 고려하실 필요는 있을거 같습니다. 이렇게 일희일비 하지않고, 이상민님을 믿고 함께하는 팬들을 기억하신다면 더 신중해지실 수 밖에 없을거라 믿습니다.🙏 유투브 구독 좋아요~눌렀습니다. 🤘"
876,힘내시고요~~^^ 속상하다는 말 여기저기서 많이 듣곤 하는데 그래도 그런 마음을 알아주는 마음이 맞아지는 사람들이 오빠 곁에 있다는거~ 늘 함께 한다는거 잊지 마세요^^ 믿음이란 함께 있어도~ 꼭 함께 있지 못해도 늘 항상 바라보는 눈높이와 마음의 온도가 같은 거라 생각해요^^ 오빠를 그렇게~ 따뜻하게~ 신중하게 신뢰합니다^^ 사랑하고 감사해요^^ 늘 화이팅^^~ 기도하고 잘게요^^🙏🏻💕
877,👏 오늘 고생 많으셨습니다 굿밤 되세요
878,"오늘 하루 고생 많으셨어요😭 늘 사랑하고 감사합니다🙈♥ 오빠랑 찡코, 또또도 굿밤💖"
879,"오빠의글은언제나제맘처럼와닿네요.기분이너무좋기도하다가,위로도받다가그래요.하는것마다마다늘~~응원하고기도하고있어요,언젠가는직접볼날도꼽아기다리면서ㅎㅎ항상대기중에있답니다.ㅎㅎ같은자리에서꿋꿋하게🙆🙆 하루하루화이팅넘치게~오늘도아자아자!💪"
880,오빠의 부드러운 손길에 찡이 사르르~~^^ 참 편안해보이네요^^ 오빠 오늘도 애쓰셨는데 푹 쉬세요^^ 약간 감기 기운이 있어 후기는 오늘 못 쓸 것 같고 다음에 다시 보고 꼭 쓸게요^^ 따뜻하게 주무세요^^❤️
881,찡코 너무 예뻐요 😘 good night :) 💤
882,So cute😍😘
883,加油 可愛的貓
884,💙Awww. Content kitty. 💙 Sweet dreams! 💙
885,❤️
886,찡코님 이 어리광피우고있습니다 ㅎㅎ
887,오빠오늘도 화이팅 ❤️
888,우아아ㅜㅜ오빠 유튜브 무조건구독😍
889,오늘도 고생많으셨어요 꿀잠주무셔용~~😴😴😴
890,Love you ✨
891,😴😴😴 상나잇 *˘︶˘*
892,😻
893,😍😍😍😍
894,So much cute 😍 Wish you have sweet dreams 😊
895,Boa tarde... Mas que adorável gatinho.😊🇵🇹 Adeus.
896,Saranghae~~~
897,감사합니다!❤️
898,❤️❤️❤️
899,
900,
901,
902,
903,
904,
905,
906,
907,
908,
909,
910,
